,Time,Susceptible,Exposed,Infected,Resistant,Death,Heal,est
0,0.0,126011082.0,0.0,87.0,1341.0,13.41,1327.59,0.5010709219808315
1,1.0,126011038.4073238,43.59267620545109,80.78571428571429,1347.2142857142858,13.472142857142858,1333.7421428571429,0.5010709219808315
2,2.0,126010997.92842418,77.84405064918657,81.24283129465628,1352.984693877551,13.529846938775512,1339.4548469387755,0.5010709219808315
3,3.0,126010957.22049227,107.4314038904928,86.56035058063607,1358.7877532557409,13.587877532557409,1345.1998757231834,0.5010709219808315
4,4.0,126010913.84815206,135.45640069106076,95.72481180923246,1364.970635440072,13.64970635440072,1351.3209290856714,0.5010709219808315
5,5.0,126010865.8838399,164.06979846318433,108.23823963586739,1371.8081219978744,13.718081219978744,1358.0900407778956,0.5010709219808315
6,6.0,126010811.64951299,194.86558273570003,123.94547944233175,1379.5394248290079,13.79539424829008,1365.744030580718,
