,Time,Susceptible,Exposed,Infected,Resistant,Death,Heal
0,0.0,58432197.0,0.0,448.0,67355.0,1347.1000000000001,66007.9
1,1.0,58432196.98908076,0.010919242149666877,416.0,67387.0,1347.74,66039.26
2,2.0,58432196.98129413,0.017145975423527977,386.28727417744994,67416.71428571429,1348.334285714286,66068.38
3,3.0,58432196.97574139,0.020249294202219596,358.6977754469783,67444.30623386982,1348.8861246773965,66095.42010919242
4,4.0,58432196.97178164,0.021316282013799544,333.07939852850876,67469.9275035446,1349.398550070892,66120.52895347371
5,5.0,58432196.968957886,0.0210948559446808,309.2910581024744,67493.71888915378,1349.8743777830757,66143.8445113707
6,6.0,58432196.96694422,0.020094973624139006,287.2018532174326,67515.81110758967,1350.3162221517935,66165.49488543787
