,Time,Estimated_Susceptible,Estimated_Exposed,Estimated_Infected,Estimated_Resistant,est_beta,err,est_beta
89,89.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,2.8333104970874197e-19,1270.7285714285717,2.8333104970874197e-19
90,90.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,1.7097632704697422e-19,1270.7285714285717,1.7097632704697422e-19
91,91.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,1.031757883243812e-19,1270.7285714285717,1.031757883243812e-19
92,92.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,6.226150415216784e-20,1270.7285714285717,6.226150415216784e-20
93,93.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,3.757174975104446e-20,1270.7285714285717,3.757174975104446e-20
94,94.0,24811158.0,364.92857142857144,11717.271428571428,47654.8,2.2672699585044618e-20,1270.7285714285717,2.2672699585044618e-20
95,95.0,24809593.0,364.92857142857144,5636.871428571429,55300.2,1.3681856977113294e-20,595.1285714285714,1.3681856977113294e-20
96,96.0,24809359.0,364.92857142857144,5079.771428571428,56091.3,8.256326496985017e-21,533.2285714285717,8.256326496985017e-21
97,97.0,24809130.0,364.92857142857144,4600.971428571428,56799.1,4.982286201269647e-21,480.0285714285719,4.982286201269647e-21
98,98.0,24808986.0,364.92857142857144,4331.871428571429,57212.2,3.0065642147784083e-21,450.1285714285714,3.0065642147784083e-21
99,99.0,24808759.0,364.92857142857144,4158.171428571429,57612.9,1.814313351826845e-21,430.8285714285712,1.814313351826845e-21
100,100.0,24808759.0,364.92857142857144,4158.171428571429,57612.9,1.0948487055214107e-21,430.8285714285712,1.0948487055214107e-21
101,101.0,24808759.0,364.92857142857144,4158.171428571429,57612.9,6.606872438958439e-22,430.8285714285712,6.606872438958439e-22
102,102.0,24808759.0,364.92857142857144,4158.171428571429,57612.9,3.9869219559318662e-22,430.8285714285712,3.9869219559318662e-22
