,Time,Susceptible,Exposed,Infected,Resistant,Death,Heal,est
0,0.0,21841055.0,164.0,54.0,1727.0,17.27,1709.73,4.04412621118648e-45
1,1.0,21841055.0,140.57142857142858,73.57142857142857,1730.857142857143,17.30857142857143,1713.5485714285714,1.3266642384875346e-45
2,2.0,21841055.0,120.48979591836736,88.39795918367346,1736.1122448979593,17.361122448979593,1718.7511224489797,4.352084751492819e-46
3,3.0,21841055.0,103.27696793002917,99.29664723032069,1742.4263848396502,17.424263848396503,1725.0021209912536,1.4276891721879742e-46
4,4.0,21841055.0,88.52311536859644,106.95788213244481,1749.5190024989588,17.49519002498959,1732.0238124739692,4.683494207422301e-47
5,5.0,21841055.0,75.87695603022551,111.96419274706967,1757.158851222705,17.57158851222705,1739.587262710478,1.5364071128551083e-47
6,6.0,21841055.0,65.03739088305045,114.80631555516834,1765.1562935617812,17.651562935617815,1747.5047306261633,
