,Time,Estimated_Susceptible,Estimated_Exposed,Estimated_Infected,Estimated_Resistant,est_beta,err,est_beta
36,36.0,21842242.99999958,140.5714289926878,42.92857142857143,573.5,2.006065733326479e-08,-21.92857142857143,2.006065733326479e-08
37,37.0,21842242.999999784,140.5714287868828,41.07142857142858,575.3571428571429,1.1340088723106557e-08,-22.071428571428577,1.1340088723106557e-08
38,38.0,21842242.999999896,140.57142867399205,38.285714285714285,578.1428571428571,6.410438556364197e-09,-22.285714285714285,6.410438556364197e-09
39,39.0,21842242.99999995,140.57142861853578,35.5,580.9285714285714,3.6237566835119826e-09,-22.5,3.6237566835119826e-09
40,40.0,21842242.999999978,140.571428593961,33.642857142857146,582.7857142857143,2.0484733381016255e-09,-22.642857142857146,2.0484733381016255e-09
41,41.0,21842242.99999999,140.571428583008,32.714285714285715,583.7142857142857,1.1579814478263381e-09,-22.714285714285715,1.1579814478263381e-09
42,42.0,21842242.999999993,140.5714285779743,32.714285714285715,583.7142857142857,6.5459530641209e-10,-22.714285714285715,6.5459530641209e-10
43,43.0,21842242.999999996,140.57142857438876,30.857142857142854,585.5714285714286,3.7003616576610917e-10,-22.857142857142854,3.7003616576610917e-10
44,44.0,21842243.0,140.57142857289278,29.928571428571427,586.5,2.0917773561531674e-10,-22.928571428571427,2.0917773561531674e-10
45,45.0,21842243.0,140.57142857213805,29.0,587.4285714285714,1.1824607732653824e-10,-23.0,1.1824607732653824e-10
46,46.0,21842243.0,140.57142857182964,29.0,587.4285714285714,6.68433223107407e-11,-23.0,6.68433223107407e-11
47,47.0,21842243.0,140.5714285716553,29.0,587.4285714285714,3.77858601177239e-11,-23.0,3.77858601177239e-11
48,48.0,21842243.0,140.57142857155674,29.0,587.4285714285714,2.1359967988444977e-11,-23.0,2.1359967988444977e-11
49,49.0,21842243.0,140.57142857148895,28.07142857142857,588.3571428571429,1.207457580796524e-11,-23.07142857142857,1.207457580796524e-11
50,50.0,21842243.0,140.57142857146272,28.07142857142857,588.3571428571429,6.825636677917627e-12,-23.07142857142857,6.825636677917627e-12
51,51.0,21842243.0,140.57142857144015,26.21428571428571,590.2142857142857,3.8584639990400266e-12,-23.21428571428571,3.8584639990400266e-12
52,52.0,21842243.0,140.57142857143512,26.21428571428571,590.2142857142857,2.1811510243451884e-12,-23.21428571428571,2.1811510243451884e-12
53,53.0,21842243.0,140.57142857143228,26.21428571428571,590.2142857142857,1.2329828118594523e-12,-23.21428571428571,1.2329828118594523e-12
54,54.0,21842243.0,140.5714285714307,26.21428571428571,590.2142857142857,6.969928250593946e-13,-23.21428571428571,6.969928250593946e-13
55,55.0,21842243.0,140.57142857142978,26.21428571428571,590.2142857142857,3.940030578783246e-13,-23.21428571428571,3.940030578783246e-13
56,56.0,21842243.0,140.57142857142927,26.21428571428571,590.2142857142857,2.2272597943056177e-13,-23.21428571428571,2.2272597943056177e-13
57,57.0,21842243.0,140.57142857142895,26.21428571428571,590.2142857142857,1.2590476373565364e-13,-23.21428571428571,1.2590476373565364e-13
58,58.0,21842243.0,140.5714285714288,26.21428571428571,590.2142857142857,7.117270096581362e-14,-23.21428571428571,7.117270096581362e-14
59,59.0,21842243.0,140.5714285714287,26.21428571428571,590.2142857142857,4.0233214474746797e-14,-23.21428571428571,4.0233214474746797e-14
60,60.0,21842243.0,140.57142857142864,26.21428571428571,590.2142857142857,2.2743432875316217e-14,-23.21428571428571,2.2743432875316217e-14
61,61.0,21842242.0,140.5714285714286,26.21428571428571,591.2142857142857,1.2856634641477022e-14,-23.21428571428571,1.2856634641477022e-14
62,62.0,21842242.0,140.5714285714286,25.285714285714285,592.1428571428571,7.2677266976623e-15,-23.285714285714285,7.2677266976623e-15
63,63.0,21842242.0,140.57142857142858,25.285714285714285,592.1428571428571,4.1083730560025124e-15,-23.285714285714285,4.1083730560025124e-15
64,64.0,21842242.0,140.57142857142858,25.285714285714285,592.1428571428571,2.322422109339447e-15,-23.285714285714285,2.322422109339447e-15
65,65.0,21842242.0,140.57142857142858,25.285714285714285,592.1428571428571,1.3128419402099643e-15,-23.285714285714285,1.3128419402099643e-15
66,66.0,21842242.0,140.57142857142858,25.285714285714285,592.1428571428571,7.421363898677619e-16,-23.285714285714285,7.421363898677619e-16
67,67.0,21842242.0,140.57142857142858,24.357142857142854,593.0714285714286,4.1952226257935773e-16,-23.357142857142854,4.1952226257935773e-16
68,68.0,21842242.0,140.57142857142858,24.357142857142854,593.0714285714286,2.3715173006280432e-16,-23.357142857142854,2.3715173006280432e-16
69,69.0,21842241.0,140.57142857142858,25.285714285714285,593.1428571428571,1.3405949597523952e-16,-23.285714285714285,1.3405949597523952e-16
70,70.0,21842239.0,140.57142857142858,27.142857142857142,593.2857142857143,7.57824893639862e-17,-23.142857142857142,7.57824893639862e-17
71,71.0,21842235.0,140.57142857142858,30.857142857142854,593.5714285714286,4.283908165120504e-17,-22.857142857142854,4.283908165120504e-17
72,72.0,21842191.0,140.57142857142858,71.71428571428572,596.7142857142857,2.4216503470928834e-17,-19.714285714285722,2.4216503470928834e-17
73,73.0,21842163.0,140.57142857142858,97.71428571428572,598.7142857142857,1.3689346684233048e-17,-17.714285714285722,1.3689346684233048e-17
74,74.0,21842136.0,140.57142857142858,122.78571428571428,600.6428571428571,7.73845046895759e-18,-15.785714285714278,7.73845046895759e-18
75,75.0,21842105.0,140.57142857142858,151.57142857142856,602.8571428571429,4.374468485737273e-18,-13.571428571428555,4.374468485737273e-18
76,76.0,21842084.0,140.57142857142858,171.07142857142856,604.3571428571429,2.47284318862952e-18,-12.071428571428555,2.47284318862952e-18
77,77.0,21842059.0,140.57142857142858,194.28571428571428,606.1428571428571,1.3978734686257083e-18,-10.285714285714278,1.3978734686257083e-18
78,78.0,21842037.0,140.57142857142858,214.7142857142857,607.7142857142857,7.902038605895645e-19,-8.714285714285694,7.902038605895645e-19
79,79.0,21842015.0,140.57142857142858,235.14285714285714,609.2857142857143,4.466943219864846e-19,-7.142857142857139,4.466943219864846e-19
80,80.0,21842006.0,140.57142857142858,243.50000000000003,609.9285714285714,2.525118228935166e-19,-6.500000000000028,2.525118228935166e-19
81,81.0,21841993.0,140.57142857142858,255.57142857142858,610.8571428571429,1.4274240249450823e-19,-5.571428571428584,1.4274240249450823e-19
82,82.0,21841986.0,140.57142857142858,262.0714285714286,611.3571428571429,8.069084938845247e-20,-5.071428571428612,8.069084938845247e-20
83,83.0,21841973.0,140.57142857142858,274.14285714285717,612.2857142857143,4.561372837535379e-20,-4.142857142857167,4.561372837535379e-20
84,84.0,21841962.0,140.57142857142858,283.42857142857144,614.0,2.578498345313357e-20,-3.428571428571445,2.578498345313357e-20
85,85.0,21841945.0,140.57142857142858,299.2142857142857,615.2142857142857,1.4575992696918412e-20,-2.2142857142857224,1.4575992696918412e-20
86,86.0,21841931.0,140.57142857142858,312.2142857142857,616.2142857142857,8.239662572860766e-21,-1.2142857142857224,8.239662572860766e-21
87,87.0,21841924.0,140.57142857142858,317.7857142857143,617.6428571428571,4.6577986643033544e-21,-0.7857142857142776,4.6577986643033544e-21
88,88.0,21841917.0,140.57142857142858,324.2857142857143,618.1428571428571,2.6330068986858824e-21,-0.2857142857142776,2.6330068986858824e-21
